epoch,reward,complexity,length,is_physical,is_elite,program,program_prefix,a,g
3,0.0,21.0,21,False,False,(g/((-(((a-(((log(Om))**(2))*-(a)))*(((((a*1.0))**(0.5))-g)+w))))**(-1))),[div g inv neg mul sub a mul n2 log Om neg a add sub sqrt mul a 1.0 g w],1.0,1.0
3,0.14212448280415427,14.0,14,True,False,(-(((-((((exp((((1.0)**(0.5))+Om)))**(0.5))/-(1.0))))**(2)))/w),[div neg n2 neg div sqrt exp add sqrt 1.0 Om neg 1.0 w],1.0,1.0
3,0.16908831975107483,4.0,4,True,False,-((w/sigma8)),[neg div w sigma8],1.0,1.0
3,0.0,23.0,23,False,False,(((1.0)**(0.5))-((exp(((((((a/sigma8)*a)*(-(((Om/((a)**(2)))-Om))+a)))**(-1))-Om)))**(0.5))),"[sub sqrt 1.0 sqrt exp sub inv mul mul div a sigma8 a add neg sub div Om
 n2 a Om a Om]",1.0,1.0
3,0.17601682733893656,21.0,21,True,False,(((((((sigma8-((w/(sigma8/(sigma8-exp(Om))))-Om))*sigma8)*w)/sigma8)-w))**(0.5)),"[sqrt sub div mul mul sub sigma8 sub div w div sigma8 sub sigma8 exp Om Om
 sigma8 w sigma8 w]",1.0,1.0
3,0.0,26.0,26,False,False,((exp((1.0/((-((((((((g*sigma8)*((-(((a*((((w-Om)+Om))**(2)))+a)))**(0.5)))+g))**(2)))**(-1))))**(2)))))**(0.5)),"[sqrt exp div 1.0 n2 neg inv n2 add mul mul g sigma8 sqrt neg add mul a n2
 add sub w Om Om a g]",1.0,1.0
3,0.0,23.0,23,False,False,(a/(((exp(-(((((w)**(0.5)))**(0.5))))*((sigma8*(((-(((sigma8/((a)**(0.5)))+w))+1.0))**(-1)))-Om)))**(2))),"[div a n2 mul exp neg sqrt sqrt w sub mul sigma8 inv add neg add div
 sigma8 sqrt a w 1.0 Om]",1.0,1.0
3,0.18168731940585642,14.0,14,True,False,(((((1.0-log(((sigma8)**(0.5))))--((log(1.0)/w)))+1.0))**(-1)),[inv add sub sub 1.0 log sqrt sigma8 neg div log 1.0 w 1.0],1.0,1.0
3,0.18468394950707426,17.0,17,True,False,(((w)**(2))*exp((((w+w)*-(((((sigma8)**(0.5))+w)*1.0)))+w))),[mul n2 w exp add mul add w w neg mul add sqrt sigma8 w 1.0 w],1.0,1.0
3,0.1778461202138686,17.0,17,True,False,log(-(exp((((((Om-((1.0)**(2)))-((-(w)/sigma8)-1.0)))**(0.5))-Om)))),[log neg exp sub sqrt sub sub Om n2 1.0 sub div neg w sigma8 1.0 Om],1.0,1.0
3,0.1988602799101241,5.0,5,True,False,log((Om--(Om))),[log sub Om neg Om],1.0,1.0
3,0.0,25.0,25,False,False,((exp((((((a*(1.0/w))*sigma8)/((((((((-((((g*(1.0/sigma8)))**(-1)))+w))**(0.5)))**(0.5))+a))**(0.5))))**(-1))))**(0.5)),"[sqrt exp inv div mul mul a div 1.0 w sigma8 sqrt add sqrt sqrt add neg
 inv mul g div 1.0 sigma8 w a]",1.0,1.0
3,0.17373627949631462,9.0,9,True,False,(((exp(Om)/log(((-(((1.0)**(-1))))**(0.5)))))**(2)),[n2 div exp Om log sqrt neg inv 1.0],1.0,1.0
3,0.19134867672672243,14.0,14,True,False,((1.0/1.0)-log((((1.0-(-((1.0+w))-sigma8)))**(2)))),[sub div 1.0 1.0 log n2 sub 1.0 sub neg add 1.0 w sigma8],1.0,1.0
3,0.1781253835284439,13.0,13,True,False,(((((log((((((sigma8)**(2))-Om))**(2)))*(((1.0-Om))**(0.5))))**(0.5)))**(-1)),[inv sqrt mul log n2 sub n2 sigma8 Om sqrt sub 1.0 Om],1.0,1.0
3,0.1780258647944217,8.0,8,True,False,((((((1.0+1.0))**(0.5))/((1.0)**(0.5))))**(-1)),[inv div sqrt add 1.0 1.0 sqrt 1.0],1.0,1.0
3,0.1441863571036169,4.0,4,True,False,exp(-(log(Om))),[exp neg log Om],1.0,1.0
3,0.19532443665645827,14.0,14,True,False,log((((((((Om/(-(((sigma8)**(-1)))/1.0)))**(2)))**(2))+1.0)-Om)),[log sub add n2 n2 div Om div neg inv sigma8 1.0 1.0 Om],1.0,1.0
3,0.0,25.0,25,False,False,(((Om--((((sigma8-exp((log((g*((((1.0/((g)**(2)))-((((Om+1.0)-sigma8))**(-1))))**(0.5))))/sigma8))))**(-1)))))**(-1)),"[inv sub Om neg inv sub sigma8 exp div log mul g sqrt sub div 1.0 n2 g inv
 sub add Om 1.0 sigma8 sigma8]",1.0,1.0
3,0.06730526041206449,10.0,10,True,False,((((sigma8+-(w))/((log(((Om)**(2))))**(-1))))**(2)),[n2 div add sigma8 neg w inv log n2 Om],1.0,1.0
3,0.18676725055969923,4.0,4,True,False,((((((sigma8)**(2)))**(2)))**(2)),[n2 n2 n2 sigma8],1.0,1.0
3,0.17373627949631462,4.0,4,True,False,((((((1.0)**(2)))**(2)))**(2)),[n2 n2 n2 1.0],1.0,1.0
3,0.18151837058476494,9.0,9,True,False,(((1.0)**(2))/(((Om)**(2))+(1.0+1.0))),[div n2 1.0 add n2 Om add 1.0 1.0],1.0,1.0
3,0.0,24.0,24,False,False,(((sigma8)**(0.5))/((((g/1.0)*(-((((g)**(-1))+(g*((((g)**(2)))**(-1)))))-(Om+sigma8)))+1.0)+w)),"[div sqrt sigma8 add add mul div g 1.0 sub neg add inv g mul g inv n2 g
 add Om sigma8 1.0 w]",1.0,1.0
3,0.2078084229487342,5.0,5,True,False,((w-w)+w),[add sub w w w],1.0,1.0
3,0.0,24.0,24,False,False,(((Om*(((g*(-((a-a))/(1.0*((((w*((((w/Om))**(2))+Om))+a))**(2))))))**(2))))**(2)),"[n2 mul Om n2 mul g div neg sub a a mul 1.0 n2 add mul w add n2 div w Om
 Om a]",1.0,1.0
3,0.16905931714917868,8.0,8,True,False,((((exp(((log((w-w)))**(-1))))**(-1)))**(2)),[n2 inv exp inv log sub w w],1.0,1.0
3,0.0,24.0,24,False,False,log((Om+(((g)**(2))/(((w)**(2))/(((-((a*(a/((((-(g)+w))**(2))-g)))))**(-1))+1.0))))),"[log add Om div n2 g div n2 w add inv neg mul a div a sub n2 add neg g w g
 1.0]",1.0,1.0
3,0.19366423812089328,12.0,12,True,False,((w+sigma8)+(log((((((w)**(2))+sigma8))**(0.5)))-Om)),[add add w sigma8 sub log sqrt add n2 w sigma8 Om],1.0,1.0
3,0.0,23.0,23,False,False,-(exp((((((((((g/a))**(0.5))*(((1.0)**(2))*a)))**(2))/((((sigma8/(((a*1.0))**(0.5))))**(0.5))-w)))**(0.5)))),"[neg exp sqrt div n2 mul sqrt div g a mul n2 1.0 a sub sqrt div sigma8
 sqrt mul a 1.0 w]",1.0,1.0
3,0.14972804242141144,18.0,18,True,False,exp((((((((log((((((1.0*w)-sigma8))**(2))-sigma8)))**(0.5)))**(-1))-1.0)*sigma8)-w)),"[exp sub mul sub inv sqrt log sub n2 sub mul 1.0 w sigma8 sigma8 1.0
 sigma8 w]",1.0,1.0
3,0.0,26.0,26,False,False,exp((-((((sigma8+(((((((Om)**(0.5))/sigma8))**(0.5))/a)/((((g*(Om+sigma8))-w)-1.0)-1.0))))**(2)))+sigma8)),"[exp add neg n2 add sigma8 div div sqrt div sqrt Om sigma8 a sub sub sub
 mul g add Om sigma8 w 1.0 1.0 sigma8]",1.0,1.0
3,0.1893365354966751,7.0,7,True,False,(w+exp(((log(((1.0)**(-1))))**(0.5)))),[add w exp sqrt log inv 1.0],1.0,1.0
3,0.18873974334116542,11.0,11,True,False,(exp(sigma8)/((exp((((log(((Om)**(-1))))**(0.5))+1.0)))**(2))),[div exp sigma8 n2 exp add sqrt log inv Om 1.0],1.0,1.0
3,0.22010919651161068,15.0,15,True,False,(((w/log(((exp(w)+(sigma8+1.0))*w)))-1.0)+sigma8),[add sub div w log mul add exp w add sigma8 1.0 w 1.0 sigma8],1.0,1.0
3,0.0,24.0,24,False,False,(((((((w)**(-1))*(((((g)**(0.5))*(((-(((((((((((a/(Om*w)))**(2)))**(-1)))**(2)))**(-1))+w))-w))**(-1))))**(0.5))))**(-1)))**(2)),"[n2 inv mul inv w sqrt mul sqrt g inv sub neg add inv n2 inv n2 div a mul
 Om w w w]",1.0,1.0
3,0.19530741141292846,12.0,12,True,False,log(((((1.0/-(1.0))/(-(((w)**(0.5)))+w)))**(0.5))),[log sqrt div div 1.0 neg 1.0 add neg sqrt w w],1.0,1.0
3,0.17373627949631462,14.0,14,True,False,(g/(((((((sigma8-sigma8)/Om))**(2))*(((g+g))**(2))))**(0.5))),[div g sqrt mul n2 div sub sigma8 sigma8 Om n2 add g g],1.0,
3,0.4368100152805108,13.0,13,True,True,log(-((-(((-(((sigma8)**(-1))))**(-1)))*(((1.0-((1.0)**(-1))))**(2))))),[log neg mul neg inv neg inv sigma8 n2 sub 1.0 inv 1.0],1.0,1.0
3,0.009339210341596293,15.0,15,True,False,(((((((1.0/(exp((((((w)**(-1)))**(0.5))-Om))-(w-sigma8))))**(2)))**(-1)))**(2)),[n2 inv n2 div 1.0 sub exp sub sqrt inv w Om sub w sigma8],1.0,1.0
3,0.19872181413846024,11.0,11,True,False,(w+(((a/(exp((sigma8*w))*a)))**(-1))),[add w inv div a mul exp mul sigma8 w a],1.0,1.0
3,0.0,22.0,22,False,False,((((exp((Om/-((sigma8/(((((g)**(0.5))/(g*(((((((-(((w)**(0.5))))**(2))-Om))**(2)))**(2)))))**(-1)))))))**(2)))**(2)),"[n2 n2 exp div Om neg div sigma8 inv div sqrt g mul g n2 n2 sub n2 neg
 sqrt w Om]",1.0,1.0
3,0.0,25.0,25,False,False,-(exp((((((1.0)**(-1)))**(0.5))-(a*(((((((((((((Om*(a*g)))**(-1))+1.0))**(0.5))-g)-w)-g))**(0.5)))**(0.5)))))),"[neg exp sub sqrt inv 1.0 mul a sqrt sqrt sub sub sub sqrt add inv mul Om
 mul a g 1.0 g w g]",1.0,1.0
3,0.17115588512162913,16.0,16,True,False,((((((log((Om-(((((sigma8)**(2)))**(2))-(w+sigma8))))/sigma8)-Om))**(0.5)))**(0.5)),[sqrt sqrt sub div log sub Om sub n2 n2 sigma8 add w sigma8 sigma8 Om],1.0,1.0
3,0.21380314622992216,17.0,17,True,False,(Om+-((((((((((w)**(0.5))-((a-a)/a)))**(2))+sigma8)+sigma8))**(0.5)))),[add Om neg sqrt add add n2 sub sqrt w div sub a a a sigma8 sigma8],1.0,1.0
3,0.18838340465348694,18.0,18,True,False,(log(-((((((w-sigma8)+(Om+((w)**(0.5))))*sigma8)+w)+Om)))*1.0),[mul log neg add add mul add sub w sigma8 add Om sqrt w sigma8 w Om 1.0],1.0,1.0
3,0.18927982587912254,12.0,12,True,False,-((((((((((w-(((1.0+((Om)**(0.5))))**(2))))**(2)))**(-1)))**(2)))**(2))),[neg n2 n2 inv n2 sub w n2 add 1.0 sqrt Om],1.0,1.0
3,0.17373627949631462,7.0,7,True,False,exp(((((a/a))**(0.5))-1.0)),[exp sub sqrt div a a 1.0],1.0,1.0
3,0.19175392578432907,6.0,6,True,False,((log(-((Om-Om))))**(-1)),[inv log neg sub Om Om],1.0,1.0
3,0.037785665579331426,10.0,10,True,False,(((log(Om)/(log((w-Om))/w)))**(2)),[n2 div log Om div log sub w Om w],1.0,1.0
3,0.2392012109854026,9.0,9,True,True,-(((((exp((Om+(w+w))))**(-1)))**(0.5))),[neg sqrt inv exp add Om add w w],1.0,1.0
3,0.17694504206667092,16.0,16,True,False,-((((-(exp(((-((((((sigma8)**(2))+1.0))**(-1)))*a)/a)))-sigma8))**(-1))),[neg inv sub neg exp div mul neg inv add n2 sigma8 1.0 a a sigma8],1.0,1.0
3,0.16890916196843273,6.0,6,True,False,((-(((-(exp(Om)))**(0.5))))**(2)),[n2 neg sqrt neg exp Om],1.0,1.0
3,0.1957173112042551,8.0,8,True,False,(w/exp((sigma8+(1.0-sigma8)))),[div w exp add sigma8 sub 1.0 sigma8],1.0,1.0
3,0.1669536653168137,17.0,17,True,False,((log(((((((exp(Om))**(2)))**(2)))**(-1)))/w)-(log((a*(1.0/a)))-Om)),[sub div log inv n2 n2 exp Om w sub log mul a div 1.0 a Om],1.0,1.0
3,0.18325798887597727,10.0,10,True,False,exp(-(((((((((1.0)**(0.5)))**(-1))-w)+w))**(-1)))),[exp neg inv add sub inv sqrt 1.0 w w],1.0,1.0
3,0.0,27.0,27,False,False,((a*-((((((((((-((((-((-(((((((((g)**(-1)))**(2)))**(-1)))**(0.5)))+1.0)))**(2))+w))-a))**(2)))**(2))+sigma8))**(2))-w)))-sigma8),"[sub mul a neg sub n2 add n2 n2 sub neg add n2 neg add neg sqrt inv n2 inv
 g 1.0 w a sigma8 w sigma8]",1.0,1.0
3,0.0,24.0,24,False,False,-(((sigma8*((((((((a/g)*sigma8)*(((-((1.0/((-(a))**(0.5))))-1.0))**(2))))**(-1)))**(2))-1.0))+Om)),"[neg add mul sigma8 sub n2 inv mul mul div a g sigma8 n2 sub neg div 1.0
 sqrt neg a 1.0 1.0 Om]",1.0,1.0
3,0.0,24.0,24,False,False,exp((((g*((Om-Om)/-(((-(((((((((((-((((sigma8+w))**(2)))-sigma8))**(-1)))**(2)))**(-1))+Om))**(-1))))**(2))))))**(2))),"[exp n2 mul g div sub Om Om neg n2 neg inv add inv n2 inv sub neg n2 add
 sigma8 w sigma8 Om]",1.0,1.0
3,0.176780123567781,9.0,9,True,False,exp((sigma8-(w/log(((((1.0)**(-1)))**(2)))))),[exp sub sigma8 div w log n2 inv 1.0],1.0,1.0
3,0.18927874997348318,5.0,5,True,False,-(((log(((1.0)**(2))))**(2))),[neg n2 log n2 1.0],1.0,1.0
3,0.0,25.0,25,False,False,-((((sigma8)**(0.5))-(w/(log((a/(((((((((g*(((((w)**(0.5))+sigma8))**(2))))**(2))+a))**(0.5)))**(0.5))-Om)))*1.0)))),"[neg sub sqrt sigma8 div w mul log div a sub sqrt sqrt add n2 mul g n2 add
 sqrt w sigma8 a Om 1.0]",1.0,1.0
3,0.17372564452258454,7.0,7,True,False,exp((w+(1.0/((1.0)**(-1))))),[exp add w div 1.0 inv 1.0],1.0,1.0
3,0.1605730350792511,11.0,11,True,False,(((((w/(((Om/((-(((sigma8)**(-1))))**(0.5))))**(-1))))**(0.5)))**(-1)),[inv sqrt div w inv div Om sqrt neg inv sigma8],1.0,1.0
3,0.0,26.0,26,False,False,((g*a)/(1.0/(log(-((((1.0)**(0.5))*w)))/((((-((((a/(((1.0)**(2))-1.0)))**(0.5)))-w)+1.0))**(2))))),"[div mul g a div 1.0 div log neg mul sqrt 1.0 w n2 add sub neg sqrt div a
 sub n2 1.0 1.0 w 1.0]",1.0,1.0
3,0.0,26.0,26,False,False,-((((((log((g/((((((a*(sigma8/(a/(1.0*(w+w)))))+sigma8))**(0.5)))**(-1))))*sigma8))**(2))-g)-1.0)),"[neg sub sub n2 mul log div g inv sqrt add mul a div sigma8 div a mul 1.0
 add w w sigma8 sigma8 g 1.0]",1.0,1.0
3,0.18911260008423209,8.0,8,True,False,(sigma8*(((w)**(-1))+((((w)**(-1)))**(2)))),[mul sigma8 add inv w n2 inv w],1.0,1.0
3,0.171589821070982,9.0,9,True,False,(((((sigma8)**(-1))*exp((log(w)/1.0))))**(0.5)),[sqrt mul inv sigma8 exp div log w 1.0],1.0,1.0
3,0.022420330152768127,8.0,8,True,False,(-(((log((w*1.0)))**(-1)))+Om),[add neg inv log mul w 1.0 Om],1.0,1.0
3,0.18927874997348318,4.0,4,True,False,-(log(-(1.0))),[neg log neg 1.0],1.0,1.0
3,0.211231730208742,12.0,12,True,False,((-(1.0)+((log((((sigma8)**(-1))-Om)))**(0.5)))/((sigma8)**(2))),[div add neg 1.0 sqrt log sub inv sigma8 Om n2 sigma8],1.0,1.0
3,0.1793028483108465,18.0,18,True,False,(exp((((sigma8)**(0.5))-(((Om+((((1.0+(((1.0)**(-1))-Om))/sigma8))**(-1))))**(-1))))*1.0),"[mul exp sub sqrt sigma8 inv add Om inv div add 1.0 sub inv 1.0 Om sigma8
 1.0]",1.0,1.0
3,0.34992545046031637,15.0,15,True,True,(((((1.0)**(-1))+-(((((Om)**(2)))**(-1))))+log((((sigma8-w))**(0.5))))+Om),[add add add inv 1.0 neg inv n2 Om log sqrt sub sigma8 w Om],1.0,1.0
3,0.18778156154100498,8.0,8,True,False,((exp(((((-(log(((sigma8)**(2)))))**(-1)))**(2))))**(-1)),[inv exp n2 inv neg log n2 sigma8],1.0,1.0
3,0.17766525353810103,7.0,7,True,False,((((-((1.0+((sigma8)**(0.5)))))**(-1)))**(0.5)),[sqrt inv neg add 1.0 sqrt sigma8],1.0,1.0
3,0.18792523856244872,16.0,16,True,False,(((-(w)*(((-((Om/w)))**(0.5))+Om))-1.0)*(Om-sigma8)),[mul sub mul neg w add sqrt neg div Om w Om 1.0 sub Om sigma8],1.0,1.0
3,0.18012189021781785,6.0,6,True,False,log((((w)**(2))--(sigma8))),[log sub n2 w neg sigma8],1.0,1.0
3,0.0,25.0,25,False,False,exp(-((w/((log(w)+(((a/((((1.0*(((-((((g)**(0.5))+g)))**(2))-w))+Om))**(-1))))**(-1)))-sigma8)))),"[exp neg div w sub add log w inv div a inv add mul 1.0 sub n2 neg add sqrt
 g g w Om sigma8]",1.0,1.0
3,0.17182663502720238,13.0,13,True,False,((((-((((1.0)**(2))-log(1.0))))**(-1))/((w)**(2)))+exp(sigma8)),[add div inv neg sub n2 1.0 log 1.0 n2 w exp sigma8],1.0,1.0
3,0.2149350996529321,13.0,13,True,False,((w/log((-((-(w)/((sigma8)**(-1))))-1.0)))*sigma8),[mul div w log sub neg div neg w inv sigma8 1.0 sigma8],1.0,1.0
3,0.139730718817612,12.0,12,True,False,((((((log(w)-sigma8))**(-1)))**(2))/(((sigma8/exp(w)))**(-1))),[div n2 inv sub log w sigma8 inv div sigma8 exp w],1.0,1.0
3,0.178546431910669,8.0,8,True,False,log((w*(sigma8-exp(((w)**(0.5)))))),[log mul w sub sigma8 exp sqrt w],1.0,1.0
3,0.010075034555615404,5.0,5,True,False,(((((1.0/Om))**(2)))**(2)),[n2 n2 div 1.0 Om],1.0,1.0
3,0.20639096938411194,6.0,6,True,False,((((Om)**(2))*sigma8)-1.0),[sub mul n2 Om sigma8 1.0],1.0,1.0
3,0.17545049513096045,17.0,17,True,False,(((log(((sigma8)**(-1)))/exp(((log(((a/a)+Om))/log(sigma8))*1.0))))**(0.5)),[sqrt div log inv sigma8 exp mul div log add div a a Om log sigma8 1.0],1.0,1.0
3,2.3088115061173932e-20,14.0,14,True,False,exp(((log(((((1.0)**(2))-((-(Om))**(0.5)))*(-(w)-1.0))))**(2))),[exp n2 log mul sub n2 1.0 sqrt neg Om sub neg w 1.0],1.0,1.0
3,0.13488951741262054,7.0,7,True,False,-((w-(((1.0*Om))**(-1)))),[neg sub w inv mul 1.0 Om],1.0,1.0
3,0.16819300046685942,16.0,16,True,False,exp((1.0+((((log(((((sigma8)**(2)))**(2))))**(2))/((w/Om)*1.0))-Om))),[exp add 1.0 sub div n2 log n2 n2 sigma8 mul div w Om 1.0 Om],1.0,1.0
3,0.0,23.0,23,False,False,(((g*(a/(((exp(w)/Om)*(w/((-(((((g*((a)**(-1)))-Om))**(2))))**(2))))+a))))**(-1)),[inv mul g div a add mul div exp w Om div w n2 neg n2 sub mul g inv a Om a],1.0,1.0
3,0.05194209078144588,17.0,17,True,False,(((1.0-(((Om+log((1.0+w)))-((1.0-Om)/1.0))-1.0)))**(2)),[n2 sub 1.0 sub sub add Om log add 1.0 w div sub 1.0 Om 1.0 1.0],1.0,1.0
3,0.12269832339755554,13.0,13,True,False,((log((exp(sigma8)*((1.0-sigma8)*(sigma8-((w)**(0.5)))))))**(2)),[n2 log mul exp sigma8 mul sub 1.0 sigma8 sub sigma8 sqrt w],1.0,1.0
3,0.18494271600538456,9.0,9,True,False,(1.0/((1.0+sigma8)/(sigma8-Om))),[div 1.0 div add 1.0 sigma8 sub sigma8 Om],1.0,1.0
3,0.0,25.0,25,False,False,(log(((sigma8)**(2)))+((w*a)/((((-((1.0*((a*-((a*(1.0/(sigma8-Om)))))-sigma8))))**(0.5)))**(0.5)))),"[add log n2 sigma8 div mul w a sqrt sqrt neg mul 1.0 sub mul a neg mul a
 div 1.0 sub sigma8 Om sigma8]",1.0,1.0
3,0.14872305513682202,15.0,15,True,False,exp(((((-(w)/sigma8)-(Om/(sigma8/(-(w)-sigma8)))))**(0.5))),[exp sqrt sub div neg w sigma8 div Om div sigma8 sub neg w sigma8],1.0,1.0
3,0.17344277584765766,4.0,4,True,False,(((1.0/w))**(2)),[n2 div 1.0 w],1.0,1.0
3,0.11656429506978415,6.0,6,True,False,-(log((((w-w))**(0.5)))),[neg log sqrt sub w w],1.0,1.0
3,0.20003041231077226,16.0,16,True,False,(((log((((exp(((w+w)*sigma8))+Om)-1.0)+1.0))-1.0))**(-1)),[inv sub log add sub add exp mul add w w sigma8 Om 1.0 1.0 1.0],1.0,1.0
3,0.4027468954233348,12.0,12,True,True,((((log(((-(Om))**(2)))-sigma8)/Om)-sigma8)*sigma8),[mul sub div sub log n2 neg Om sigma8 Om sigma8 sigma8],1.0,1.0
3,0.19411221118325347,11.0,11,True,False,(g/(g+((g/log(sigma8))+-(g)))),[div g add g add div g log sigma8 neg g],1.0,1.0
3,0.10136691736711845,12.0,12,True,False,(((-(1.0)*(((((exp(((w)**(0.5)))+exp(w)))**(2)))**(2))))**(0.5)),[sqrt mul neg 1.0 n2 n2 add exp sqrt w exp w],1.0,1.0
3,0.16026396780312374,15.0,15,True,False,-((-((w*(((1.0-1.0)/(1.0*Om))+w)))-1.0)),[neg sub neg mul w add div sub 1.0 1.0 mul 1.0 Om w 1.0],1.0,1.0
3,0.1699291443273711,18.0,18,True,False,(((((((((((Om)**(0.5))+(sigma8/(sigma8-w)))-Om)*Om)/sigma8)/Om))**(-1)))**(2)),"[n2 inv div div mul sub add sqrt Om div sigma8 sub sigma8 w Om Om sigma8
 Om]",1.0,1.0
3,0.1752270149425233,10.0,10,True,False,((exp((-(1.0)*(log(((Om)**(-1)))+w))))**(0.5)),[sqrt exp mul neg 1.0 add log inv Om w],1.0,1.0
3,1.2057435834583674e-06,16.0,16,True,False,((((-(((log(w))**(-1)))/(log(((Om+Om)-w))-Om))*w))**(2)),[n2 mul div neg inv log w sub log sub add Om Om w Om w],1.0,1.0
3,0.19272810443880192,16.0,16,True,False,-(((-(exp((log((((((((1.0/sigma8)-sigma8))**(2))-Om))**(2)))-Om))))**(0.5))),[neg sqrt neg exp sub log n2 sub n2 sub div 1.0 sigma8 sigma8 Om Om],1.0,1.0
3,0.0,27.0,27,False,False,((((((Om)**(-1))-((a-((-((-((g/(1.0/(((Om/((Om-sigma8)-g)))**(0.5)))))-a)))**(2)))/Om))/1.0))**(2)),"[n2 div sub inv Om div sub a n2 neg sub neg div g div 1.0 sqrt div Om sub
 sub Om sigma8 g a Om 1.0]",1.0,1.0
3,0.09753343396348556,7.0,7,True,False,exp(((sigma8+((w)**(0.5)))/sigma8)),[exp div add sigma8 sqrt w sigma8],1.0,1.0
3,0.1436363136704851,22.0,22,True,False,((((((w/(a-((((Om*a)-a)+a)-a)))-(1.0/a))*a))**(2))+1.0),[add n2 mul sub div w sub a sub add sub mul Om a a a a div 1.0 a a 1.0],1.0,1.0
3,0.22413439683203,8.0,8,True,False,((-((((((w)**(2))-((1.0)**(0.5))))**(0.5))))**(-1)),[inv neg sqrt sub n2 w sqrt 1.0],1.0,1.0
3,0.012971408842971346,7.0,7,True,False,(exp(1.0)*((((exp(1.0))**(2)))**(2))),[mul exp 1.0 n2 n2 exp 1.0],1.0,1.0
3,0.0,20.0,20,False,False,log(((((exp((Om/(a*-((a*(g/(((1.0/a))**(2))))))))-1.0)/Om))**(-1))),[log inv div sub exp div Om mul a neg mul a div g n2 div 1.0 a 1.0 Om],1.0,1.0
3,0.17715245182809375,12.0,12,True,False,log(-(((((((Om+sigma8)*w)/Om)+w))**(0.5)))),[log neg sqrt add div mul add Om sigma8 w Om w],1.0,1.0
3,0.18907036228301893,10.0,10,True,False,(w+((-(log((((exp(Om))**(2))+1.0))))**(0.5))),[add w sqrt neg log add n2 exp Om 1.0],1.0,1.0
3,0.0,24.0,24,False,False,(exp((g*(((((((((sigma8)**(-1))/(((-((Om/(((g)**(0.5))-sigma8))))**(0.5))+a)))**(0.5))+a)+sigma8))**(-1))))+g),"[add exp mul g inv add add sqrt div inv sigma8 add sqrt neg div Om sub
 sqrt g sigma8 a a sigma8 g]",1.0,1.0
3,0.18889728694481303,6.0,6,True,False,((-(log(((((sigma8)**(-1)))**(0.5)))))**(2)),[n2 neg log sqrt inv sigma8],1.0,1.0
3,0.0,25.0,25,False,False,((a/(g/((((((((1.0/(w/(Om*(((-((((w*w))**(-1)))-g))**(2))))))**(0.5)))**(-1)))**(2))+w)))-a),"[sub div a div g add n2 inv sqrt div 1.0 div w mul Om n2 sub neg inv mul w
 w g w a]",1.0,1.0
3,0.1441863571036169,4.0,4,True,False,-(((-(Om))**(-1))),[neg inv neg Om],1.0,1.0
3,0.1821984459222738,8.0,8,True,False,log((-(sigma8)-exp((sigma8-1.0)))),[log sub neg sigma8 exp sub sigma8 1.0],1.0,1.0
3,0.1967609156430828,14.0,14,True,False,-((((exp(w)/(((sigma8)**(0.5))*((((sigma8+1.0))**(0.5))-w))))**(0.5))),[neg sqrt div exp w mul sqrt sigma8 sub sqrt add sigma8 1.0 w],1.0,1.0
3,0.18329946287593113,9.0,9,True,False,-((exp(1.0)*(((sigma8)**(0.5))--(w)))),[neg mul exp 1.0 sub sqrt sigma8 neg w],1.0,1.0
3,0.13744513789101667,10.0,10,True,False,((((((w+((1.0)**(2)))*(1.0/sigma8)))**(-1)))**(0.5)),[sqrt inv mul add w n2 1.0 div 1.0 sigma8],1.0,1.0
3,0.16732043458483228,7.0,7,True,False,(((((log(1.0))**(-1))+exp(sigma8)))**(0.5)),[sqrt add inv log 1.0 exp sigma8],1.0,1.0
3,0.15814381803291302,5.0,5,True,False,((log(((((sigma8)**(2)))**(-1))))**(-1)),[inv log inv n2 sigma8],1.0,1.0
3,0.15087572566656135,4.0,4,True,False,exp(((((w)**(-1)))**(2))),[exp n2 inv w],1.0,1.0
3,0.1878568408845614,14.0,14,True,False,exp(((log(((((g/(1.0*g)))**(-1))+w))+1.0)-1.0)),[exp sub add log add inv div g mul 1.0 g w 1.0 1.0],1.0,1.0
3,0.17151435757851557,8.0,8,True,False,-((sigma8-((exp((Om-w)))**(0.5)))),[neg sub sigma8 sqrt exp sub Om w],1.0,1.0
3,0.0,23.0,23,False,False,(w+log((((-(a))**(0.5))/(((((((w)**(2))+1.0)-w)*1.0)*sigma8)*((-((Om-sigma8)))**(2)))))),"[add w log div sqrt neg a mul mul mul sub add n2 w 1.0 w 1.0 sigma8 n2 neg
 sub Om sigma8]",1.0,1.0
3,0.1920099419383023,15.0,15,True,False,(-(((-(((1.0*(((w+log(Om)))**(2)))-((w)**(2)))))**(2)))-w),[sub neg n2 neg sub mul 1.0 n2 add w log Om n2 w w],1.0,1.0
3,0.17106524708618065,5.0,5,True,False,(((((1.0-w))**(0.5)))**(0.5)),[sqrt sqrt sub 1.0 w],1.0,1.0
3,0.18178125385904445,17.0,17,True,False,((((sigma8)**(-1))/(((sigma8)**(-1))-(((exp(Om)+exp(w))*1.0)/Om)))+sigma8),[add div inv sigma8 sub inv sigma8 div mul add exp Om exp w 1.0 Om sigma8],1.0,1.0
3,0.17373627949631462,13.0,13,True,False,((exp((((((((w-w)+((1.0)**(2))))**(0.5))-((1.0)**(-1))))**(-1))))**(2)),[n2 exp inv sub sqrt add sub w w n2 1.0 inv 1.0],1.0,1.0
