epoch,reward,complexity,length,is_physical,is_elite,program,program_prefix,a,g
10,0.16392912080358726,8.0,8,True,False,log((w+-((exp(Om)/Om)))),[log add w neg div exp Om Om],1.0,1.0
10,0.18381154483981196,14.0,14,True,False,exp((((1.0+(Om-((log(Om)-(w/w))/w))))**(-1))),[exp inv add 1.0 sub Om div sub log Om div w w w],1.0,1.0
10,0.0,28.0,28,False,False,((log(((((((((((((w)**(2))/a))**(2))+(((((((a)**(2)))**(-1))+(1.0-g))-sigma8)-w)))**(0.5))/a))**(0.5))/1.0))+1.0)/1.0),"[div add log div sqrt div sqrt add n2 div n2 w a sub sub add inv n2 a sub
 1.0 g sigma8 w a 1.0 1.0 1.0]",1.0,1.0
10,0.16216079393950147,14.0,14,True,False,(((log(((((exp(-(w))+(w-w))-w))**(2)))/sigma8))**(0.5)),[sqrt div log n2 sub add exp neg w sub w w w sigma8],1.0,1.0
10,0.13544833088353603,18.0,18,True,False,exp(((((((((log((((1.0)**(0.5))-(Om-sigma8)))*sigma8))**(2))-1.0)-Om)-1.0))**(0.5))),"[exp sqrt sub sub sub n2 mul log sub sqrt 1.0 sub Om sigma8 sigma8 1.0 Om
 1.0]",1.0,1.0
10,0.0,22.0,22,False,False,((-((g/((((((((((g/w)-g)-g))**(-1))-((g)**(-1)))+(g+1.0))-sigma8))**(-1)))))**(2)),"[n2 neg div g inv sub add sub inv sub sub div g w g g inv g add g 1.0
 sigma8]",1.0,1.0
10,0.0,28.0,28,False,False,(((((((Om/(a/((((((-((sigma8*(((((((Om)**(2))-Om))**(2))+sigma8)-Om)))+1.0)+w)+g))**(2))-sigma8))))**(-1)))**(0.5)))**(0.5)),"[sqrt sqrt inv div Om div a sub n2 add add add neg mul sigma8 sub add n2
 sub n2 Om Om sigma8 Om 1.0 w g sigma8]",1.0,1.0
10,0.18286279121881266,13.0,13,True,False,((exp(-(((((((((((sigma8)**(2))--(Om)))**(0.5)))**(-1))+Om))**(2)))))**(0.5)),[sqrt exp neg n2 add inv sqrt sub n2 sigma8 neg Om Om],1.0,1.0
10,0.0,22.0,22,False,False,(((((1.0*sigma8)/((((a/sigma8)*-((((1.0/(Om/(g/((w)**(2))))))**(0.5)))))**(0.5))))**(2))+w),"[add n2 div mul 1.0 sigma8 sqrt mul div a sigma8 neg sqrt div 1.0 div Om
 div g n2 w w]",1.0,1.0
10,0.20058827231280482,10.0,10,True,False,log((Om-(sigma8-((exp(((((Om)**(2)))**(2))))**(0.5))))),[log sub Om sub sigma8 sqrt exp n2 n2 Om],1.0,1.0
10,0.0,23.0,23,False,False,exp((((log(sigma8)*(((((-(g))**(0.5))*(Om*Om))--((1.0*((Om+Om)-a))))/Om)))**(2))),"[exp n2 mul log sigma8 div sub mul sqrt neg g mul Om Om neg mul 1.0 sub
 add Om Om a Om]",1.0,1.0
10,0.16824698890486375,6.0,6,True,False,((log((w-((w)**(-1)))))**(0.5)),[sqrt log sub w inv w],1.0,1.0
10,0.31752446269322754,10.0,10,True,True,-(((exp(((Om/((((Om)**(2)))**(-1)))+sigma8)))**(2))),[neg n2 exp add div Om inv n2 Om sigma8],1.0,1.0
10,0.0,28.0,28,False,False,(1.0/((exp((((((Om/(log((((a*(-(((((((((g)**(-1)))**(0.5)))**(0.5))+Om)-g))-sigma8))-a)-sigma8))-sigma8)))**(2)))**(-1))))**(2))),"[div 1.0 n2 exp inv n2 div Om sub log sub sub mul a sub neg sub add sqrt
 sqrt inv g Om g sigma8 a sigma8 sigma8]",1.0,1.0
10,0.0,27.0,27,False,False,(((((g/(((((((sigma8/-((((Om/(sigma8/(Om+1.0))))**(2))))+sigma8))**(2))+Om)-1.0)+w))-w))**(-1))+w),"[add inv sub div g add sub add n2 add div sigma8 neg n2 div Om div sigma8
 add Om 1.0 sigma8 Om 1.0 w w w]",1.0,1.0
10,0.039285348205399695,16.0,16,True,False,((exp(((((sigma8+(((g*1.0)+(1.0*g))/g)))**(2))-Om)))**(0.5)),[sqrt exp sub n2 add sigma8 div add mul g 1.0 mul 1.0 g g Om],1.0,1.0
10,0.0,25.0,25,False,False,((log(((1.0+exp((((g)**(2))/(((((-(((((((((sigma8*(sigma8/sigma8)))**(-1)))**(0.5)))**(-1))-g)))**(2))+w))**(0.5)))))/Om)))**(2)),"[n2 log div add 1.0 exp div n2 g sqrt add n2 neg sub inv sqrt inv mul
 sigma8 div sigma8 sigma8 g w Om]",1.0,1.0
10,0.1521427851880194,8.0,8,True,False,exp((1.0/((-(((-(1.0))**(2))))**(0.5)))),[exp div 1.0 sqrt neg n2 neg 1.0],1.0,1.0
10,0.19166728741439398,5.0,5,True,False,log((((sigma8)**(0.5))/1.0)),[log div sqrt sigma8 1.0],1.0,1.0
10,0.16027026964655416,17.0,17,True,False,((((exp((log(((((w/(1.0-w)))**(2))+w))+sigma8))-Om)-sigma8))**(-1)),[inv sub sub exp add log add n2 div w sub 1.0 w w sigma8 Om sigma8],1.0,1.0
10,0.18927874997348318,6.0,6,True,False,(log(((((1.0)**(2)))**(-1)))*Om),[mul log inv n2 1.0 Om],1.0,1.0
10,0.1933163063983807,17.0,17,True,False,(((exp(-((((((Om*(1.0+(1.0-1.0)))+sigma8))**(0.5))-Om))))**(2))/w),[div n2 exp neg sub sqrt add mul Om add 1.0 sub 1.0 1.0 sigma8 Om w],1.0,1.0
10,0.20086894693791893,16.0,16,True,False,((sigma8/((((1.0)**(2))-exp((1.0--((sigma8+w)))))+w))-Om),[sub div sigma8 add sub n2 1.0 exp sub 1.0 neg add sigma8 w w Om],1.0,1.0
10,0.11780817395927129,16.0,16,True,False,((-(((((((((((exp(Om)-(((Om-((w)**(-1))))**(2)))+sigma8))**(2)))**(2)))**(2)))**(-1))))**(0.5)),[sqrt neg inv n2 n2 n2 add sub exp Om n2 sub Om inv w sigma8],1.0,1.0
10,0.17043500389072333,17.0,17,True,False,(log((((-(((1.0/1.0)/exp((sigma8+(sigma8-sigma8)))))/Om))**(0.5)))+1.0),"[add log sqrt div neg div div 1.0 1.0 exp add sigma8 sub sigma8 sigma8 Om
 1.0]",1.0,1.0
10,0.17786214817574936,5.0,5,True,False,(w+exp(((Om)**(0.5)))),[add w exp sqrt Om],1.0,1.0
10,0.20924208053094195,14.0,14,True,False,((log(((sigma8)**(-1)))-sigma8)+((-(exp(((1.0+sigma8)*Om))))**(-1))),[add sub log inv sigma8 sigma8 inv neg exp mul add 1.0 sigma8 Om],1.0,1.0
10,0.18134615983397645,16.0,16,True,False,(log(1.0)-((1.0+-(((log(((-(sigma8))**(-1)))-w)-sigma8)))/w)),[sub log 1.0 div add 1.0 neg sub sub log inv neg sigma8 w sigma8 w],1.0,1.0
10,0.1514621504899519,15.0,15,True,False,log(((((1.0+exp(((((w)**(2))+w)*sigma8)))+(1.0-w)))**(2))),[log n2 add add 1.0 exp mul add n2 w w sigma8 sub 1.0 w],1.0,1.0
10,0.2245116941839319,7.0,7,True,False,-((((1.0--(exp(sigma8))))**(0.5))),[neg sqrt sub 1.0 neg exp sigma8],1.0,1.0
10,0.19490179630289062,11.0,11,True,False,(log(-(sigma8))/log((((((Om)**(0.5))+((1.0)**(-1))))**(2)))),[div log neg sigma8 log n2 add sqrt Om inv 1.0],1.0,1.0
10,0.17534863185861266,16.0,16,True,False,((exp(((log(((((((sigma8)**(0.5))-((((Om+Om))**(0.5))-Om))-w))**(-1))))**(2))))**(-1)),[inv exp n2 log inv sub sub sqrt sigma8 sub sqrt add Om Om Om w],1.0,1.0
10,0.1093820586051252,17.0,17,True,False,(1.0+((exp((((((((log(1.0)+(((sigma8)**(-1))/Om)))**(2)))**(-1))-1.0)+w)))**(-1))),[add 1.0 inv exp add sub inv n2 add log 1.0 div inv sigma8 Om 1.0 w],1.0,1.0
10,0.187700905294158,10.0,10,True,False,(log(((sigma8)**(-1)))-(((((1.0+((sigma8)**(-1))))**(2)))**(-1))),[sub log inv sigma8 inv n2 add 1.0 inv sigma8],1.0,1.0
10,0.18486556119777942,5.0,5,True,False,exp(-((1.0/sigma8))),[exp neg div 1.0 sigma8],1.0,1.0
10,0.18388342004418776,7.0,7,True,False,(exp(Om)*(-(sigma8)-w)),[mul exp Om sub neg sigma8 w],1.0,1.0
10,0.0,24.0,24,False,False,((exp((Om+((((g)**(-1))/(sigma8*(((((((sigma8*(Om/(Om*Om)))-w))**(2))+Om))**(2))))+a))))**(0.5)),"[sqrt exp add Om add div inv g mul sigma8 n2 add n2 sub mul sigma8 div Om
 mul Om Om w Om a]",1.0,1.0
10,0.17372104684347903,5.0,5,True,False,((-((1.0*w)))**(0.5)),[sqrt neg mul 1.0 w],1.0,1.0
10,0.16491665425088198,7.0,7,True,False,((exp(((sigma8/1.0)/sigma8)))**(0.5)),[sqrt exp div div sigma8 1.0 sigma8],1.0,1.0
10,0.5125670344450961,18.0,18,True,True,(((w/Om)-(exp(((((-((1.0+1.0))+Om))**(0.5))-Om))+sigma8))-1.0),[sub sub div w Om add exp sub sqrt add neg add 1.0 1.0 Om Om sigma8 1.0],1.0,1.0
10,0.16986537996217616,8.0,8,True,False,((((log(((sigma8)**(0.5))))**(0.5))*sigma8)-w),[sub mul sqrt log sqrt sigma8 sigma8 w],1.0,1.0
10,0.0,23.0,23,False,False,(a*(((((((w)**(0.5))-sigma8)+((((w)**(-1)))**(2)))/(w/((((((((((a/w))**(2)))**(2))-a))**(-1)))**(2)))))**(2))),"[mul a n2 div add sub sqrt w sigma8 n2 inv w div w n2 inv sub n2 n2 div a
 w a]",1.0,1.0
10,0.12796378164219688,11.0,11,True,False,((exp(sigma8)+exp(sigma8))+(1.0+-(log(w)))),[add add exp sigma8 exp sigma8 add 1.0 neg log w],1.0,1.0
10,0.19560742940352038,5.0,5,True,False,(((sigma8)**(0.5))+log(Om)),[add sqrt sigma8 log Om],1.0,1.0
10,0.0035526988847239182,15.0,15,True,False,-(exp((log(Om)+(Om-(log((((((1.0)**(2))-1.0))**(0.5)))-Om))))),[neg exp add log Om sub Om sub log sqrt sub n2 1.0 1.0 Om],1.0,1.0
10,0.2836514365987425,13.0,13,True,True,-((((Om-((exp((((w)**(0.5))/(sigma8-log(1.0)))))**(2))))**(0.5))),[neg sqrt sub Om n2 exp div sqrt w sub sigma8 log 1.0],1.0,1.0
10,0.19411680867088227,8.0,8,True,False,((-(exp(-(1.0)))/1.0)*sigma8),[mul div neg exp neg 1.0 1.0 sigma8],1.0,1.0
10,0.060663500657249174,18.0,18,True,False,(((((exp(((((((log(sigma8))**(2))-(w-sigma8)))**(-1))-w)))**(2))+1.0)/1.0)*1.0),[mul div add n2 exp sub inv sub n2 log sigma8 sub w sigma8 w 1.0 1.0 1.0],1.0,1.0
10,0.1640481672174078,10.0,10,True,False,(((-((((Om)**(2))-(sigma8/sigma8))))**(0.5))+sigma8),[add sqrt neg sub n2 Om div sigma8 sigma8 sigma8],1.0,1.0
10,0.1944014508935828,15.0,15,True,False,(w+(((Om+((((sigma8/log(1.0)))**(0.5))-1.0))*w)-w)),[add w sub mul add Om sub sqrt div sigma8 log 1.0 1.0 w w],1.0,1.0
10,0.0,29.0,29,False,False,log(-((exp(((g*((((((-((((((((((a+1.0))**(-1)))**(2))-Om)+Om))**(2))))**(0.5))-sigma8)+g)-Om)+Om))-Om))/w))),"[log neg div exp sub mul g add sub add sub sqrt neg n2 add sub n2 inv add
 a 1.0 Om Om sigma8 g Om Om Om w]",1.0,1.0
10,0.1352497452423447,16.0,16,True,False,(((((g/log(((((((((1.0)**(2)))**(2)))**(-1))-Om)/sigma8)))/g)-Om))**(0.5)),[sqrt sub div div g log div sub inv n2 n2 1.0 Om sigma8 g Om],1.0,2.711596921786002
10,0.0,26.0,26,False,False,((((Om*(1.0/a))--(((exp(Om)+Om)*((((((((((((Om)**(-1)))**(2)))**(-1)))**(0.5))-w)-w))**(0.5)))))-1.0)*a),"[mul sub sub mul Om div 1.0 a neg mul add exp Om Om sqrt sub sub sqrt inv
 n2 inv Om w w 1.0 a]",1.0,1.0
10,0.16931912190404752,13.0,13,True,False,((w-(Om--(log(1.0))))*((w+sigma8)-sigma8)),[mul sub w sub Om neg log 1.0 sub add w sigma8 sigma8],1.0,1.0
10,0.22748893045007645,15.0,15,True,False,(((sigma8)**(2))+-((((w)**(-1))+(((((1.0)**(2))/Om)/a)*a)))),[add n2 sigma8 neg add inv w mul div div n2 1.0 Om a a],1.0,1.0
10,0.1835691628258878,19.0,19,True,False,exp((log(sigma8)-(((((log((((1.0*sigma8)+Om)-1.0))+w)+w))**(-1))+1.0))),"[exp sub log sigma8 add inv add add log sub add mul 1.0 sigma8 Om 1.0 w w
 1.0]",1.0,1.0
10,0.06136971452717249,16.0,16,True,False,(((exp((sigma8-w))+((1.0+((-(sigma8))**(2)))-1.0))/1.0)/Om),[div div add exp sub sigma8 w sub add 1.0 n2 neg sigma8 1.0 1.0 Om],1.0,1.0
10,0.14840888309955969,15.0,15,True,False,((-((sigma8/a))/-(((1.0/sigma8)/(a/Om))))+1.0),[add div neg div sigma8 a neg div div 1.0 sigma8 div a Om 1.0],1.0,1.0
10,0.18448573551474626,12.0,12,True,False,(((log(((w+exp(1.0))+(Om+Om)))-Om))**(2)),[n2 sub log add add w exp 1.0 add Om Om Om],1.0,1.0
10,0.15260315748412773,11.0,11,True,False,(sigma8--((((1.0/(((((sigma8)**(0.5)))**(-1))+sigma8)))**(-1)))),[sub sigma8 neg inv div 1.0 add inv sqrt sigma8 sigma8],1.0,1.0
10,0.18390153429306108,9.0,9,True,False,(((((log((((Om-sigma8))**(-1)))+1.0))**(-1)))**(2)),[n2 inv add log inv sub Om sigma8 1.0],1.0,1.0
10,0.31011586168627836,15.0,15,True,True,((1.0-((-(exp(((log(1.0)-(w+w))-w))))**(0.5)))-1.0),[sub sub 1.0 sqrt neg exp sub sub log 1.0 add w w w 1.0],1.0,1.0
10,0.1877720453575431,5.0,5,True,False,log(-(exp(((Om)**(2))))),[log neg exp n2 Om],1.0,1.0
10,0.4368100152805108,9.0,9,True,True,log(-((-(1.0)*-((1.0-1.0))))),[log neg mul neg 1.0 neg sub 1.0 1.0],1.0,1.0
10,0.17046532538598638,13.0,13,True,False,log((-(((((1.0-1.0))**(0.5))/w))--((1.0/Om)))),[log sub neg div sqrt sub 1.0 1.0 w neg div 1.0 Om],1.0,1.0
10,0.18703961754715642,6.0,6,True,False,((-((w*exp(w))))**(2)),[n2 neg mul w exp w],1.0,1.0
10,0.20935233639659906,17.0,17,True,False,(sigma8/(-(((((((((exp(sigma8)+w))**(0.5))+1.0)-sigma8)-Om))**(0.5)))+Om)),"[div sigma8 add neg sqrt sub sub add sqrt add exp sigma8 w 1.0 sigma8 Om
 Om]",1.0,1.0
10,0.1903721251811163,17.0,17,True,False,(((w)**(0.5))/(((exp(((w)**(-1)))-(((exp(1.0)+exp(Om)))**(2)))+Om)+Om)),[div sqrt w add add sub exp inv w n2 add exp 1.0 exp Om Om Om],1.0,1.0
10,0.17872797439068755,11.0,11,True,False,(sigma8-(((-((((((sigma8)**(2)))**(2))*sigma8))/w))**(2))),[sub sigma8 n2 div neg mul n2 n2 sigma8 sigma8 w],1.0,1.0
10,0.11776800302370534,12.0,12,True,False,(exp((1.0+log((w-1.0))))-(log(sigma8)-1.0)),[sub exp add 1.0 log sub w 1.0 sub log sigma8 1.0],1.0,1.0
10,0.10804153004995477,14.0,14,True,False,(((((log(w)*exp(-(((-(((1.0+w)-sigma8)))**(2))))))**(0.5)))**(-1)),[inv sqrt mul log w exp neg n2 neg sub add 1.0 w sigma8],1.0,1.0
10,0.06931742259522282,16.0,16,True,False,(((((((((sigma8-exp(1.0))-(Om-1.0)))**(2))/w)+sigma8)+Om))**(-1)),[inv add add div n2 sub sub sigma8 exp 1.0 sub Om 1.0 w sigma8 Om],1.0,1.0
10,8.838954895354183e-05,17.0,17,True,False,((((((((Om/sigma8)+((((exp(1.0)+1.0))**(2))*w))+sigma8))**(2)))**(2))*sigma8),[mul n2 n2 add add div Om sigma8 mul n2 add exp 1.0 1.0 w sigma8 sigma8],1.0,1.0
10,0.22396435001621667,9.0,9,True,False,(log((((exp(1.0))**(0.5))/1.0))/-(Om)),[div log div sqrt exp 1.0 1.0 neg Om],1.0,1.0
10,0.19031874740562593,10.0,10,True,False,((1.0*((exp((((sigma8-1.0))**(2))))**(-1)))-1.0),[sub mul 1.0 inv exp n2 sub sigma8 1.0 1.0],1.0,1.0
10,0.18927874997348318,4.0,4,True,False,-(log(((1.0)**(2)))),[neg log n2 1.0],1.0,1.0
10,0.1711234202375271,9.0,9,True,False,(((sigma8+log((((exp(sigma8)-sigma8))**(2)))))**(0.5)),[sqrt add sigma8 log n2 sub exp sigma8 sigma8],1.0,1.0
10,0.1817456468530769,7.0,7,True,False,log((-((w-Om))+Om)),[log add neg sub w Om Om],1.0,1.0
10,0.16594661982044528,6.0,6,True,False,((((sigma8-w))**(-1))+1.0),[add inv sub sigma8 w 1.0],1.0,1.0
10,0.18047947365024436,13.0,13,True,False,((((w/(Om+(exp(((((w)**(2)))**(-1)))*sigma8)))-Om))**(2)),[n2 sub div w add Om mul exp inv n2 w sigma8 Om],1.0,1.0
10,0.2634906745830202,8.0,8,True,True,((1.0-exp(((sigma8)**(-1))))-exp(w)),[sub sub 1.0 exp inv sigma8 exp w],1.0,1.0
10,0.23233372997941087,5.0,5,True,True,((w/sigma8)-sigma8),[sub div w sigma8 sigma8],1.0,1.0
10,0.17851975283272475,16.0,16,True,False,-(((Om-((1.0)**(2)))/((((w+((1.0)**(0.5)))*Om)+sigma8)+Om))),[neg div sub Om n2 1.0 add add mul add w sqrt 1.0 Om sigma8 Om],1.0,1.0
10,0.17346701050233684,11.0,11,True,False,(((Om-((w+((1.0)**(2)))+(Om-1.0))))**(2)),[n2 sub Om add add w n2 1.0 sub Om 1.0],1.0,1.0
10,0.0,28.0,28,False,False,(((sigma8*(g-(((((((-(Om)*(((1.0*((((g)**(0.5)))**(0.5)))-(Om+1.0))+1.0))+sigma8)-sigma8))**(2)))**(2))))-w)/w),"[div sub mul sigma8 sub g n2 n2 sub add mul neg Om add sub mul 1.0 sqrt
 sqrt g add Om 1.0 1.0 sigma8 sigma8 w w]",1.0,1.0
10,0.19045268799273382,15.0,15,True,False,(exp((Om-(sigma8+(((Om/Om)/((sigma8)**(2)))/sigma8))))*w),[mul exp sub Om add sigma8 div div div Om Om n2 sigma8 sigma8 w],1.0,1.0
10,0.17548474558669408,6.0,6,True,False,(((((Om+((1.0)**(0.5))))**(-1)))**(0.5)),[sqrt inv add Om sqrt 1.0],1.0,1.0
10,0.11153575810661179,13.0,13,True,False,((log((((w*((((((((w)**(0.5))-w))**(-1)))**(2))/1.0)))**(2))))**(2)),[n2 log n2 mul w div n2 inv sub sqrt w w 1.0],1.0,1.0
10,0.14421761600197439,14.0,14,True,False,(((sigma8)**(-1))+((exp(sigma8)+(w+(1.0-w)))+((w)**(-1)))),[add inv sigma8 add add exp sigma8 add w sub 1.0 w inv w],1.0,1.0
10,0.17896072803416968,11.0,11,True,False,((exp(((((w)**(0.5))-(1.0+((sigma8)**(2))))-Om)))**(0.5)),[sqrt exp sub sub sqrt w add 1.0 n2 sigma8 Om],1.0,1.0
10,0.17529919391389598,12.0,12,True,False,(exp(((((1.0)**(0.5)))**(0.5)))*(((1.0/(exp(Om)/sigma8)))**(2))),[mul exp sqrt sqrt 1.0 n2 div 1.0 div exp Om sigma8],1.0,1.0
10,0.18684992396395136,9.0,9,True,False,(log(((Om)**(0.5)))+(log(((w)**(2)))+sigma8)),[add log sqrt Om add log n2 w sigma8],1.0,1.0
10,0.1586435942019471,4.0,4,True,False,exp((1.0*sigma8)),[exp mul 1.0 sigma8],1.0,1.0
10,0.15210252325752843,6.0,6,True,False,(((w)**(0.5))*exp(((1.0)**(-1)))),[mul sqrt w exp inv 1.0],1.0,1.0
10,0.18302211771354335,20.0,20,True,False,exp(((-((log((((((sigma8-Om)+1.0)+w)-sigma8)-1.0))-Om))*1.0)-1.0)),"[exp sub mul neg sub log sub sub add add sub sigma8 Om 1.0 w sigma8 1.0 Om
 1.0 1.0]",1.0,1.0
10,0.17641632344773445,5.0,5,True,False,(w+((exp(Om))**(2))),[add w n2 exp Om],1.0,1.0
10,0.14872495409299347,12.0,12,True,False,((((((((((log(w))**(2)))**(-1))-sigma8)-(w+w)))**(0.5)))**(0.5)),[sqrt sqrt sub sub inv n2 log w sigma8 add w w],1.0,1.0
10,0.1704668199735694,4.0,4,True,False,(((sigma8+sigma8))**(0.5)),[sqrt add sigma8 sigma8],1.0,1.0
10,0.18621537222949144,14.0,14,True,False,(1.0-(((((1.0*((log(sigma8)-(1.0-sigma8))+w)))**(0.5)))**(-1))),[sub 1.0 inv sqrt mul 1.0 add sub log sigma8 sub 1.0 sigma8 w],1.0,1.0
10,0.0,30.0,30,False,False,((((-((w-(((((a)**(0.5))-((((((((((1.0/1.0)-1.0))**(2))-sigma8)+sigma8)-Om))**(-1))-a))/1.0)*a))))**(2))+w)*Om),"[mul add n2 neg sub w mul div sub sqrt a sub inv sub add sub n2 sub div
 1.0 1.0 1.0 sigma8 sigma8 Om a 1.0 a w Om]",1.0,1.0
10,0.038027840659510766,8.0,8,True,False,((-(((log((((1.0*Om))**(2))))**(2))))**(2)),[n2 neg n2 log n2 mul 1.0 Om],1.0,1.0
10,0.21780138501639415,6.0,6,True,False,(exp(((sigma8)**(2)))/log(Om)),[div exp n2 sigma8 log Om],1.0,1.0
10,0.22284053343807486,11.0,11,True,False,-(log((1.0-((1.0/-(Om))-((1.0)**(0.5)))))),[neg log sub 1.0 sub div 1.0 neg Om sqrt 1.0],1.0,1.0
10,0.1975519035267885,14.0,14,True,False,log((exp(w)+(exp(sigma8)+((-(exp(sigma8))/sigma8)-w)))),[log add exp w add exp sigma8 sub div neg exp sigma8 sigma8 w],1.0,1.0
10,0.0,24.0,24,False,False,(sigma8/(((a*((((((w)**(-1))*1.0)/-(((-((((((g/(1.0-g)))**(2)))**(-1)))+1.0)+1.0))))**(0.5))))**(2))),"[div sigma8 n2 mul a sqrt div mul inv w 1.0 neg add add neg inv n2 div g
 sub 1.0 g 1.0 1.0]",1.0,1.0
10,0.189770506030099,10.0,10,True,False,(((w)**(0.5))+((((w-sigma8))**(-1))/((sigma8)**(2)))),[add sqrt w div inv sub w sigma8 n2 sigma8],1.0,1.0
10,0.17465292021156867,14.0,14,True,False,(sigma8/exp(-((Om-(((((Om-Om)*sigma8)+Om))**(2)))))),[div sigma8 exp neg sub Om n2 add mul sub Om Om sigma8 Om],1.0,1.0
10,0.1851124708541905,17.0,17,True,False,((((exp((((((((Om-(sigma8/Om))-1.0)/sigma8)*sigma8))**(-1))+1.0)))**(2)))**(-1)),[inv n2 exp add inv mul div sub sub Om div sigma8 Om 1.0 sigma8 sigma8 1.0],1.0,1.0
10,0.15505363027153843,18.0,18,True,False,(sigma8-log((((((w)**(2))*((Om-(g/g))+((w)**(2))))-w)-1.0))),[sub sigma8 log sub sub mul n2 w add sub Om div g g n2 w w 1.0],1.0,1.0
10,0.0,25.0,25,False,False,-(((-(w)+Om)-(exp((Om*(a*(a*(((((Om/a))**(2))-(1.0-g))-1.0)))))/sigma8))),"[neg sub add neg w Om div exp mul Om mul a mul a sub sub n2 div Om a sub
 1.0 g 1.0 sigma8]",1.0,1.0
10,0.11589001575372243,11.0,11,True,False,((((((((-((Om+exp(((((sigma8)**(-1)))**(2))))))**(-1)))**(2)))**(-1)))**(0.5)),[sqrt inv n2 inv neg add Om exp n2 inv sigma8],1.0,1.0
10,0.16963551911870753,17.0,17,True,False,exp((-((w+(Om-sigma8)))-((((g*(((g+g))**(-1))))**(-1))-sigma8))),[exp sub neg add w sub Om sigma8 sub inv mul g inv add g g sigma8],1.0,1.0
10,0.3636624427117728,16.0,16,True,True,(((Om-((((-((-((sigma8-((w)**(0.5))))-1.0)))**(-1)))**(2)))/Om)-Om),[sub div sub Om n2 inv neg sub neg sub sigma8 sqrt w 1.0 Om Om],1.0,1.0
10,0.0,29.0,29,False,False,(a/((((((((((((((((((((((((w/(1.0-1.0)))**(2))-a)-Om)-sigma8))**(2))-1.0))**(2))-Om)+sigma8))**(2))-1.0))**(0.5)))**(-1)))**(2)))**(2))),"[div a n2 n2 inv sqrt sub n2 add sub n2 sub n2 sub sub sub n2 div w sub
 1.0 1.0 a Om sigma8 1.0 Om sigma8 1.0]",1.0,1.0
10,0.23606376151299033,8.0,8,True,True,log((Om--((Om-((sigma8)**(2)))))),[log sub Om neg sub Om n2 sigma8],1.0,1.0
10,0.10828731039814425,18.0,18,True,False,(((exp(1.0))**(2))+log(((((exp(((-(1.0))**(2)))*((w)**(0.5)))-1.0)-Om)-w))),[add n2 exp 1.0 log sub sub sub mul exp n2 neg 1.0 sqrt w 1.0 Om w],1.0,1.0
10,0.0,34.0,34,False,False,(log(-(((((g-((((((((((-(((((((sigma8)**(2))+Om)-1.0))**(2)))-1.0))**(-1))+a)-1.0)-1.0)-sigma8))**(2))-g))+Om)-w)/a)))/Om),"[div log neg div sub add sub g sub n2 sub sub sub add inv sub neg n2 sub
 add n2 sigma8 Om 1.0 1.0 a 1.0 1.0 sigma8 g Om w a Om]",1.0,1.0
10,0.0,22.0,22,False,False,(((((((a)**(-1))+(-((((w-sigma8)/1.0)+sigma8))/a)))**(2))/g)/((sigma8-sigma8)-sigma8)),"[div div n2 add inv a div neg add div sub w sigma8 1.0 sigma8 a g sub sub
 sigma8 sigma8 sigma8]",1.0,1.0
10,0.10723166423873741,14.0,14,True,False,exp((((-(((((Om+((log(-(sigma8)))**(0.5))))**(0.5))*w)))**(-1))+1.0)),[exp add inv neg mul sqrt add Om sqrt log neg sigma8 w 1.0],1.0,1.0
10,0.14463692548524432,13.0,13,True,False,(((((((w+Om)-(log(1.0)/((sigma8)**(-1)))))**(0.5))-w))**(2)),[n2 sub sqrt sub add w Om div log 1.0 inv sigma8 w],1.0,1.0
10,0.17374830357083343,10.0,10,True,False,((1.0+1.0)-(((log(((1.0)**(0.5)))+w))**(0.5))),[sub add 1.0 1.0 sqrt add log sqrt 1.0 w],1.0,1.0
10,0.18927874997348318,9.0,9,True,False,(((exp(-(((-(sigma8))**(-1))))*log(1.0)))**(2)),[n2 mul exp neg inv neg sigma8 log 1.0],1.0,1.0
10,0.1861530101457528,14.0,14,True,False,((((-((1.0+(((exp(((Om)**(-1)))+1.0))**(-1)))))**(0.5))-sigma8)*sigma8),[mul sub sqrt neg add 1.0 inv add exp inv Om 1.0 sigma8 sigma8],1.0,1.0
10,0.08304089374682745,11.0,11,True,False,exp((((sigma8)**(-1))+(Om+(log(w)+((1.0)**(2)))))),[exp add inv sigma8 add Om add log w n2 1.0],1.0,1.0
10,0.20161257034118132,11.0,11,True,False,log(((exp(sigma8)+((w+Om)-sigma8))*sigma8)),[log mul add exp sigma8 sub add w Om sigma8 sigma8],1.0,1.0
10,2.640575830678817e-11,12.0,12,True,False,exp(((((w/Om)-(-(((Om)**(2)))*log(1.0))))**(2))),[exp n2 sub div w Om mul neg n2 Om log 1.0],1.0,1.0
10,0.12982581520683661,17.0,17,True,False,log(((((((exp((((Om)**(2))/((1.0+((w)**(-1)))-Om)))-sigma8)/1.0))**(-1)))**(2))),[log n2 inv div sub exp div n2 Om sub add 1.0 inv w Om sigma8 1.0],1.0,1.0
10,0.18907356180013765,7.0,7,True,False,(1.0/(sigma8/((((Om)**(2)))**(2)))),[div 1.0 div sigma8 n2 n2 Om],1.0,1.0
10,0.22520556326960423,10.0,10,True,False,log((sigma8/(exp(((((((sigma8)**(0.5)))**(-1)))**(2)))+sigma8))),[log div sigma8 add exp n2 inv sqrt sigma8 sigma8],1.0,1.0
